z,n,symbol,radius,unc_r,abundance,abundance_unc,energy_shift,energy,unc_e,ripl_shift,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_md,electric_quadrupole,unc_eq,qbm,unc_qb,qbm_n,unc_qbmn,qa,unc_qa,qec,unc_qec,sn,unc_sn,sp,unc_sp,binding,unc_ba,atomic_mass,unc_am,massexcess,unc_me,Extraction_date
91,147,Pa, ,, ,, ,0, , ,(3-),2.28, ,10,m,136.8,6,B-,100, , , , , , , , , , , , ,3586.3111,159056,-2567.4079,16,3627.9328,21,-1630.957,283,4704.8984,21,6350.0250,22,7558.3449,665,238054637,17000,50894.043,15835,2022-03-28
91,148,Pa, ,, ,, ,0, , ,(3/2),1.8, ,5,h,6480,1800,B-,100, , , , , , , , , , , , ,2765,196,-2042,196,3555,196, ,,5628,196,6477,344,7550,1,239057260,210,53337,196,2022-03-28
92,122,U, ,, ,, ,0, , ,0+,0.52, ,+95-21,ms,0.00052,0.00058,A,100, , , , , , , , , , , , , , ,, , , ,, ,, ,, , , , , ,, ,2022-03-28
92,123,U, ,, ,, ,0, , , ,0.7, ,+13-3,ms,0.0007,0.0008,A,0, ,EC+B+, , , , , , , , , , , ,, ,,8587.9999,59,7084.775,133, ,,1859.5538,132,7620.7821,4844,215026719.774,111794,24889.312,104136,2022-03-28
92,124,U, ,, ,, ,0, , ,0+,4.5, ,+47-16,ms,0.0045,0.00315,A,100, , , , , , , , , , , , , ,, ,,8530.6272,26,5242.63,37,9894.2007,108,2027.0790,87,7631.3072,1301,216024762.829,30158,23066.429,28093,2022-03-28
92,125,U, ,, ,, ,0, , , ,16, ,+21-6,ms,0.016,0.0135,A,100, ,EC+B+, , , , , , , , , , , ,, ,,8426,80,5916.252,82,8167,85,2142,84,7634,0,217024660,86,22971,81,2022-03-28
92,126,U, ,, ,, ,0, , ,0+,0.65, ,+8-7,ms,0.00065,0.000075,A,100, , , , , , , , , , , , , ,, ,,8774.8074,9,3245.087,23,9147,82,2449.0643,19,7640.7191,629,218023504.877,14722,21894.655,13714,2022-03-28
92,127,U, ,, ,, ,0, , , ,60, ,7,us,0.00006,0.000007,A,100, , , , , , , , , , , , ,-6140.9976,929309, ,,9949.6039,12,4712.73,71,6670.0197,19,2642.5859,22,7636.2867,609,219025009.233,14319,23295.953,13338,2022-03-28
92,129,U, ,, ,, ,0, , ,(9/2+),0.66, ,14,us,0.00000066,0.00000014,A,100, , , , , , , , , , , , ,-5390,213,-14026.3444,78,9889.2999,71,4145.059,93,6565,124,3047.3723,74,7634.6849,3264,221026323.297,77440,24519.996,72135,2022-03-28
92,130,U, ,, ,, ,0, , ,0+,4.7, ,7,us,0.0000047,0.0000007,A,100, , , , , , , , , , , , ,-7001.8072,644300,-13709,207,9481.171,51,2208.473,101,8318.4802,89,3391.0742,79,7637.7651,2342,222026057.957,55817,24272.834,51994,2022-03-28
92,131,U, ,, ,, ,0, , , ,18, ,+10-5,us,0.000018,0.0000075,A,100, ,EC+B+,0.2, , , , , , , , , ,-4613.3046,1017520,-13300.6810,70,9157.5821,17,3707.664,96,6298.8738,79,3308.0539,105,7631.7611,2648,223027960.754,63396,26045.278,59054,2022-03-28
92,132,U, ,, ,, ,0, , ,0+,0.84, ,+40-22,ms,0.00084,0.00031,A,100, , , , , , , , , , , , ,-6289.5572,327036,-12987.2104,84,8628.2368,7,1880.339,17,8373.9058,61,3883.8950,77,7635.0742,681,224027635.913,16383,25742.690,15261,2022-03-28
92,133,U, ,, ,, ,0, , , ,69, ,15,ms,0.069,0.015,A,100, , , , , , , , , , , , ,-4246.0969,921491,-12731.5646,31,8007.1594,6,3015.361,82,6442.0074,18,3779.3211,12,7629.7717,442,225029385.05,10664,27372.001,9934,2022-03-28
92,134,U, ,, ,, ,0, , ,0+,268, ,9,ms,0.268,0.009,A,100, , , , , , , , , , , , ,-5488.0792,1026485,-12360.6185,92,7700.8428,4,1295.197,16,8114.5216,15,4316.8136,83,7631.9166,490,226029338.669,11884,27328.797,11071,2022-03-28
92,135,U, ,, ,, ,0, , ,(3/2+),1.1, ,1,m,66,6,A,100, , , , , , , , , , , , ,-3533.9848,774417,-11843.1612,102,7234.7157,3,2214.663,11,6355.0820,14,4277.5372,14,7626.2918,375,227031181.124,9136,29045.034,8510,2022-03-28
92,136,U, ,, ,, ,0, , ,0+,9.1, ,2,m,546,12,A,95, ,EC,5, , , , , , , , , ,-4605,101,-11430.3355,78,6799.5044,9,296.402,14,7896.3508,16,4899.3409,15,7627.4763,591,228031368.959,14465,29220.001,13474,2022-03-28
92,137,U, ,, ,, ,0, , ,(3/2+),58, ,3,m,3480,180,EC,80, ,A,20, , , , , , , , , ,-2590.7577,1013342,-10686,100,6475.5112,3,1313.772,7,6080.6990,15,5001.9500,7,7620.7218,259,229033505.976,6374,31210.620,5938,2022-03-28
92,138,U, ,, ,, ,0, , ,0+,20.23, ,2,d,1747872,1728,A,100, ,{+22}Ne,0.0000000000048,0.000000000002, , , , , , , , ,-3621.5986,551683,-10257.6788,101,5992.4518,5038,-558.526,5,7666.9211,7,5570.8024,5,7620.9227,196,230033940.114,4841,31615.017,4509,2022-03-28
92,139,U, ,, ,, ,0, , ,(5/2-),4.2, ,1,d,362880,8640,EC,100, ,A,0.004,0.001, , , , , , , , ,-1817.7347,511839,-9501.9818,55,5576.2769,16641,381.614,3,5880.3832,5,5656.5624,4,7613.3879,116,231036292.18,2866,33805.952,2670,2022-03-28
92,140,U, ,, ,, ,0, , ,0+,68.9, ,4,Y,2174272199.649389,12622770.3898368,A,100, ,{+24}Ne,0.00000000089,0.00000000007,SF,0.0000000000027,0.0000000000006, , , , , ,-2750,100,-9085.5592,51,5413.63,900,-1337.104,8,7267.8244,28016,6103.8636,19519,7611.8984,78,232037154.765,1941,34609.445,1808,2022-03-28
92,141,U,5.8203,49, ,, ,0, , ,5/2+,1.5919E5, ,15,Y,5023547045895.301,4733538896.1888,A,100, ,24NE,0.000000000072,0.000000000009,SF,0.00000000006, , ,0.59, ,3.663, ,-1029.4197,510050,-8512,100,4908.6781,11800,-570.299,262,5761.6522,24922,6316.4087,8,7603.9574,97,233039634.294,2420,36919.111,2254,2022-03-28
92,142,U,5.8291,52,0.0054,5, ,0, , ,0+,2.455E+5, ,6,Y,7747225326762.336,18934155584.7552,A,100, ,SF,0.00000000164,0.00000000022,Mg,0.000000000014,0.000000000003, , , , , ,-1809.8462,83205,-7874.8895,51,4857.5319,6763,-2193.911,4,6845.4697,20011,6633.4220,8246,7600.716,48,234040950.296,1212,38144.959,1129,2022-03-28
92,143,U,5.8337,41,0.7204,6, ,0, , ,7/2-,7.04E+8, ,1,Y,2.221607588611277e16,31556925974592,A,100, ,SF,0.000000007,0.000000002,{+25}Ne,0.0000000008, , ,-0.38, ,4.936, ,-124.2619,8524,-7107.3413,8,4678.0559,6911,-1370.119,14,5297.4952,2319,6709.0586,4,7590.9151,48,235043928.117,1198,40918.782,1116,2022-03-28
92,144,U,5.8431,38, ,, ,0, , ,0+,2.342E7, ,4,Y,739063206324944.6,1262277038983.68,A,100, ,SF,0.000000094,0.000000004, , , , , , , , ,-933.5116,504152,-6669.7803,8894,4572.9562,8731,-2889.373,14,6545.5184,2590,7133.2898,14,7586.4854,47,236045566.13,1193,42444.582,1112,2022-03-28
92,145,U, ,, ,, ,0, , ,1/2+,6.752, ,2,d,583372.8,172.8,B-,100, , , , , , , , , , , , ,518.5338,5200,-6059.2786,50,4233.5748,9911,-2137.491,13,5125.7669,4621,7232.7929,14,7576.1026,51,237048728.309,1290,45390.133,1202,2022-03-28
92,146,U,5.8571,33,99.2742,10, ,0, , ,0+,4.468E9, ,6,Y,1.4099634525447706e17,189341555847552,A,100, ,SF,0.0000545,0.0000007, , , , , , , , ,-146.8652,12006,-5635.1852,11838,4269.8581,21157,-3586.311,16,6153.7190,12606,7508.8625,13,7570.1262,63,238050786.936,1601,47307.732,1492,2022-03-28
92,147,U, ,, ,, ,0, , ,5/2+,23.45, ,2,m,1407,1.2,B-,100, , , , , , , , , , , , ,1261.6634,14935,-4953.2474,12128,4129.9984,13,-2764.332,196,4806.3822,1720,7610.3463,16,7558.5624,63,239054291.989,1612,50572.668,1502,2022-03-28
92,148,U, ,, ,, ,0, , ,0+,14.1, ,1,h,50760,360,B-,100, , , , , , , , , , , , ,399.2685,170830,-4666.8254,27866,4035.3789,14, ,,5928.4888,28589,7911,196,7551.7705,106,240056592.411,2740,52715.497,2553,2022-03-28
92,149,U, ,, ,, ,0, , , , , , , , , ,B-, , , , , , , , , , , , , ,1882,220,-4191,196,3817,196, ,,4590,196,8102,280,7539,1,241060330,210,56197,196,2022-03-28
92,150,U, ,, ,, ,0, , ,0+,16.8, ,5,m,1008,30,B-,100, , , , , , , , , , , , ,1203,283,-3767,224,3670,200, ,,5649,280,8410,361,7532,1,242062931,215,58620,201,2022-03-28
92,151,U, ,, ,, ,0, , , , , , , , , ,B-, , , , , , , , , , , , , ,2674,302,-3008,361,3555,500, ,,4211,361, ,,7518,1,243067075,322,62480,300,2022-03-28
92,152,U, ,, ,, ,0, , ,0+, , , , , , ,B-, , , , , , , , , , , , , , , ,, , , ,, ,, ,, , , , , ,, ,2022-03-28
92,153,U, ,, ,, ,0, , , , , , , , , ,B-, , , , , , , , , , , , , , , ,, , , ,, ,, ,, , , , , ,, ,2022-03-28
92,154,U, ,, ,, ,0, , ,0+, , , , , , ,B-, , , , , , , , , , , , , , , ,, , , ,, ,, ,, , , , , ,, ,2022-03-28
92,155,U, ,, ,, ,0, , , , , , , , , ,B-, , , , , , , , , , , , , , , ,, , , ,, ,, ,, , , , , ,, ,2022-03-28
92,156,U, ,, ,, ,0, , ,0+, , , , , , ,B-, , , , , , , , , , , , , , , ,, , , ,, ,, ,, , , , , ,, ,2022-03-28
92,157,U, ,, ,, ,0, , , , , , , , , ,B-, , , , , , , , , , , , , , , ,, , , ,, ,, ,, , , , , ,, ,2022-03-28
92,158,U, ,, ,, ,0, , ,0+, , , , , , ,B-, , , , , , , , , , , , , , , ,, , , ,, ,, ,, , , , , ,, ,2022-03-28
92,159,U, ,, ,, ,0, , , , , , , , , ,B-, , , , , , , , , , , , , , , ,, , , ,, ,, ,, , , , , ,, ,2022-03-28
92,160,U, ,, ,, ,0, , ,0+, , , , , , ,B-,100, , , , , , , , , , , , , , ,, , , ,, ,, ,, , , , , ,, ,2022-03-28
92,161,U, ,, ,, ,0, , , , , , , , , ,B-N, , ,B-, , , , , , , , , , , , ,, , , ,, ,, ,, , , , , ,, ,2022-03-28
92,162,U, ,, ,, ,0, , ,0+, , , , , , ,B-,100, ,B-N, , , , , , , , , , , , ,, , , ,, ,, ,, , , , , ,, ,2022-03-28
92,163,U, ,, ,, ,0, , , , , , , , , ,B-, , ,B-N, , , , , , , , , , , , ,, , , ,, ,, ,, , , , , ,, ,2022-03-28
93,126,Np, ,, ,, ,0, , ,(9/2-),0.15, ,+72-7,ms,0.00015,0.000395,A,100, ,P, , , , , , , , , , , ,, ,,9207.4978,41,6140.998,93, ,,-253.3249,93,7604.6732,4199,219031601.865,98732,29436.951,91969,2022-03-28
93,127,Np, ,, ,, ,0, , , ,25, ,+14-7,us,0.000025,0.0000105,A,100, , , , , , , , , , , , , ,, ,,10226.3078,18, ,,7033.2467,97,109.9021,33,7602.0758,1396,220032716.28,32977,30475.022,30718,2022-03-28
93,130,Np, ,, ,, ,0, , ,(9/2-),2.2, ,+10-5,us,0.0000022,0.00000075,A,100, , , , , , , , , , , , ,-5462,311,-12472,311,9650.4434,45,4613.305,102,8687.3764,91,903.2222,98,7607.5654,3716,223032913.34,88956,30658.583,82863,2022-03-28
93,131,Np, ,, ,, ,0, , , ,38, ,+26-11,us,0.000038,0.0000185,A,100, , , , , , , , , , , , ,-3248,301,-12160,301,9328.9344,30,6289.558,33,6697.6533,88,1302.0016,66,7603.5032,1291,224034388.03,31052,32032.248,28925,2022-03-28
93,132,Np, ,, ,, ,0, , , ,3.6, ,+76-27,ms,0.0036,0.00515,A,100, ,EC+B+, , , , , , , , , , ,-4682,314,-11734,314,8818.2451,70,4246.097,92,8485.4677,96,1413.5635,93,7607.4231,4072,225033943.422,98355,31618.098,91618,2022-03-28
93,133,Np, ,, ,, ,0, , , ,35, ,10,ms,0.035,0.01,A,100, , , , , , , , , , , , ,-2813,225,-11555,317,8327.5999,54,5488.08,103,6872.5393,137,1844.0954,103,7604.1714,4516,226035230.364,109568,32816.877,102063,2022-03-28
93,134,Np, ,, ,, ,0, , , ,0.51, ,6,s,0.51,0.06,A,100, , , , , , , , , , , , ,-4191,126,-11122,215,7816.4881,14,3533.984,77,8309.1764,128,2038.7502,78,7607.2771,3392,227034975.012,82651,32579.018,76989,2022-03-28
93,135,Np, ,, ,, ,0, , , ,61.4, ,14,s,61.4,1.4,EC,60,7,A,40,7, , , , , , , , ,-2283,103,-11016,141,7538,100,4604.999,101,6825,126,2509,101,7604,0,228036313,108,33825,100,2022-03-28
93,136,Np, ,, ,, ,0, , , ,4.0, ,2,m,240,12,A,68,11,EC,32,11, , , , , , , , ,-3593.5462,1179433,-10377.7494,104,7019.8216,59,2590.758,101,8095,142,2707.5944,102,7605.9921,4418,229036287.269,108618,33801.378,101177,2022-03-28
93,137,Np, ,, ,, ,0, , , ,4.6, ,3,m,276,18,EC+B+,97, ,A,3, , , , , , , , , ,-1695.5543,568505,-10229.6264,82,6778.0999,54,3621.598,55,6636.0801,115,3262.9755,55,7601.7751,2392,230037828.06,59051,35236.615,55007,2022-03-28
93,138,Np, ,, ,, ,0, , ,(5/2-),48.8, ,2,m,2928,12,EC,98,1,A,2,1, , , , , , , , ,-2684.8905,556931,-9379.8014,53,6368.3999,51,1817.734,51,7684.2471,75,3280.3015,51,7602.1321,2214,231038243.598,54916,35623.686,51154,2022-03-28
93,139,Np, ,, ,, ,0, , ,(4+),14.7, ,3,m,882,18,EC+B+,100, ,A,0.0002, , , , , , , , , ,-1001,101,-9020,102,6011,100,2749.555,100,6336,112,3735,100,7597,0,232040107,107,37359,100,2022-03-28
93,140,Np, ,, ,, ,0, , ,(5/2+),36.2, ,1,m,2172,6,EC,100, ,A,0.0007, , , , , , , , , ,-2103.3047,743811,-8483.7019,54,5626.7668,51,1029.42,51,7482,112,3949.8855,51,7596.1816,2188,233040739.421,54729,37948.531,50981,2022-03-28
93,141,Np, ,, ,, ,0, , ,(0+),4.4, ,1,d,380160,8640,EC+B+,100, , , , , , , , , , , , ,-395.1807,107522,-8168.3480,55,5356.3467,9,1809.847,8,6065.0433,52,4253.2766,9,7589.6382,359,234042893.245,9014,39954.806,8397,2022-03-28
93,142,Np, ,, ,, ,0, , ,5/2+,396.1, ,12,d,34223040,103680,EC,99.9974,0.00013,A,0.0026,0.00013, , , , , , , , ,-1139.3021,204992,-7378.2602,7,5193.7905,14720,124.262,1781,6983.0794,8,4390.8863,8804,7587.0571,59,235044061.518,1490,41043.044,1388,2022-03-28
93,143,Np, ,, ,, ,0, , ,(6-),153E+3, ,5,Y,4828209674112.576,157784629872.96,EC,86.3,0.8,B-,13.5,0.8,A,0.16,0.04, , , , , ,476.5854,503887,-6875.5708,54,5006.629,51,933.512,50,5736.2687,50,4829.6598,50,7579.2148,2136,236046568.296,54129,43378.094,50421,2022-03-28
93,144,Np, ,, ,, ,0, , ,5/2+,2.144E+6, ,7,Y,67658049289525.25,220898481822.144,A,100, ,SF,0.0000000002, , , , , ,3.14, ,3.886, ,-220.063,12944,-6101.2270,16407,4957.273,7363,-518.534,1643,6577.8124,50,4861.9538,2517,7574.9895,47,237048171.64,1201,44871.599,1120,2022-03-28
93,145,Np, ,, ,, ,0, , ,2+,2.099, ,2,d,181353.6,172.8,B-,100, , , , , , , , , , , , ,1291.4491,4573,-5708.3830,13098,4690.8116,4,146.865,1876,5488.3200,2000,5224.5068,5572,7566.222,48,238050944.603,1220,47454.597,1137,2022-03-28
93,146,Np, ,, ,, ,0, , ,5/2+,2.356, ,3,d,203558.4,259.2,B-,100, , , , , , , , , , , , ,722.7849,9304,-4923.4616,9770,4597.1881,14,-1261.663,1993,6214.9108,9939,5285.6986,14835,7560.568,55,239052937.538,1406,49311.005,1310,2022-03-28
93,147,Np, ,, ,, ,0, , ,(5+),61.9, ,2,m,3714,12,B-,100, , , , , , , , , , , , ,2190.9095,170151,-4343.3090,17,4557.358,22,-399.268,17,5066.0939,17,5545.4103,17,7550.1743,710,240056163.778,18284,52316.229,17032,2022-03-28
93,148,Np, ,, ,, ,0, , ,5/2+,13.9, ,2,m,834,12,B-,100, , , , , , , , , , , , ,1360,1000000,-3881.5220,100,4362.5759,101,-1881.885,220,6072.4315,101,5689.3530,100,7544.0426,4150,241058309.671,107360,54315.115,100006,2022-03-28
93,149,Np, ,, ,, ,0, , ,(1+),2.2, ,2,m,132,12,B-,100, , , , , , , , , , , , ,2700,2000000,-3609.5572,200,4097.9171,201,-1203.124,284,4969.5572,224,6069,280,7533.4042,8265,242061639.548,214712,57416.876,200004,2022-03-28
93,150,Np, ,, ,, ,0, , ,(5/2),1.85, ,15,m,111,9,B-,100, , , , , , , , , , , , ,2051,32,-2982,32,4044,198,-2674.0,302,5682,203,6103,203,7526,0,243064204,34,59806,32,2022-03-28
93,151,Np, ,, ,, ,0, , ,(7-),2.29, ,16,m,137.4,9.6,B-,100, , , , , , , , , , , , ,3434,100,-2586,100,3805,224, ,,4637,105,6529,316,7514,0,244067891,107,63240,100,2022-03-28
93,159,Np, ,, ,, ,0, , , , , , , , , ,B-,100, , , , , , , , , , , , , , ,, , , ,, ,, ,, , , , , ,, ,2022-03-28
94,134,Pu, ,, ,, ,0, , ,0+,1.1, ,+20-5,s,1.1,1.25,A,100, , , , , , , , , , , , ,-6742,202,-14143,202,7940.2027,18,2282.809,103,8733,102,3760.1805,80,7590.4039,1024,228038763.325,25069,36107.809,23352,2022-03-28
94,135,Pu, ,, ,, ,0, , ,(3/2+),90, ,+71-27,s,90,49,A,100, , , , , , , , , , , , ,-4785.4899,1224147,-13526,209,7598.0069,60,3593.546,118,6784.2032,65,3719,117,7586.8834,2648,229040145.099,65092,37394.924,60633,2022-03-28
94,136,Pu, ,, ,, ,0, , , ,102, ,10,s,102,10,A,100, , , , , , , , , , , , ,-5940,144,-13319.5620,107,7178.4564,9,1695.555,57,8534.0720,62,4158.1788,102,7591.0016,628,230039648.313,15514,36932.170,14451,2022-03-28
94,137,Pu, ,, ,, ,0, , ,(3/2+),8.6, ,5,m,516,30,EC+B+,90,4,A,10,4, , , , , , , , ,-4101,301,-12635,145,6838.6275,20,2684.891,56,6694.9109,26,4217.0096,59,7587.1224,955,231041125.946,23683,38308.577,22061,2022-03-28
94,138,Pu, ,, ,, ,0, , ,0+,33.8, ,7,m,2028,42,EC,90, ,A,10, , , , , , , , , ,-5059,300,-12120,300,6715.998,10,1001.915,101,8018.9803,28,4551.7428,54,7588.9839,728,232041182.133,18126,38360.915,16885,2022-03-28
94,139,Pu, ,, ,, ,0, , , ,20.9, ,4,m,1254,24,EC+B+,99.88,0.05,A,0.12,0.05, , , , , , , , ,-3233,126,-11439,305,6416.2999,54,2103.305,74,6380.3971,57,4597,114,7583.7968,2325,233042997.411,58162,40051.836,54178,2022-03-28
94,140,Pu, ,, ,, ,0, , ,0+,8.8, ,1,h,31680,360,EC,94, ,A,6, , , , , , , , , ,-4112,160,-11006,114,6310.0537,5,395.18,11,7773.1673,55,4887.5156,51,7584.6061,291,234043317.489,7298,40349.986,6798,2022-03-28
94,141,Pu, ,, ,, ,0, , ,(5/2+),25.3, ,5,m,1518,30,EC+B+,99.9972,0.0007,A,0.0028,0.0007, , , , , , , , ,-2442.2558,565932,-10351,161,5951.4789,20,1139.302,21,6238.9580,22,5061.4303,22,7578.8799,873,235045284.609,22030,42182.346,20521,2022-03-28
94,142,Pu, ,, ,, ,0, , ,0+,2.858, ,8,Y,90189694.43538393,252455.407796736,A,100, ,SF,0.00000019,0.00000004, , , , , , , , ,-3139,119,-9794.4120,53,5867.1471,814,-476.586,50,7352.1562,21,5430.5071,17644,7577.9192,77,236046056.661,1942,42901.508,1810,2022-03-28
94,143,Pu, ,, ,, ,0, , ,7/2-,45.64, ,4,d,3943296,3456,EC,99.9958,0.0004,A,0.0042,0.0004, , , , , , , , ,-1478,59,-9020,119,5747.6353,22559,220.063,2033,5881.1640,20756,5575.4024,50,7570.7599,72,237048407.888,1821,45091.662,1697,2022-03-28
94,144,Pu,5.8535,378, ,, ,0, , ,0+,87.7, ,1,Y,2767542407.9717183,3155692.5974592,A,100, ,SF,0.00000019,0.00000001, , , , , , , , ,-2258.2731,589005,-8478,59,5593.2729,1927,-1291.449,1609,6999.8321,13459,5997.4221,4112,7568.3611,48,238049558.175,1221,46163.148,1138,2022-03-28
94,145,Pu,5.8601,378, ,, ,0, , ,1/2+,24110, ,30,Y,760837485247.4131,946707779.23776,A,100, ,SF,0.00000000031,0.00000000006, , , , ,0.203, , , ,-802.1402,16635,-7904.5197,59,5244.5216,2066,-722.785,1718,5646.2465,3079,6155.3486,3683,7560.3187,47,239052161.596,1194,48588.220,1112,2022-03-28
94,146,Pu,5.8701,379, ,, ,0, , ,0+,6561, ,7,Y,207044991319.29813,220898481.822144,A,100, ,SF,0.0000057,0.0000002,{+34}Si,0.000000000013, , , , , , ,-1384.7902,137882,-7336.3588,16706,5255.8215,1448,-2190.91,17,6534.2186,2311,6474.6564,9526,7556.0433,46,240053811.74,1186,50125.319,1105,2022-03-28
94,147,Pu,5.8748,379, ,, ,0, , ,5/2+,14.329, ,29,Y,452179192.2899288,915150.853263168,B-,99.998, ,A,0.00247, ,SF,0.000000000000024, , ,-0.683, ,6, ,20.7799,1658,-6626.3122,14,5140.0664,4784,-1360.0,100,5241.5220,300,6650.0846,17,7546.4395,46,241056849.651,1186,52955.115,1105,2022-03-28
94,148,Pu,5.8823,380, ,, ,0, , ,0+,3.75E+5, ,2,Y,11833847240472,63113851949.184,A,100, ,SF,0.00055,0.000006, , , , , , , , ,-751.1373,7080,-6288.7773,7009,4984.2282,9860,-2700.0,200,6309.5572,6814,6887.2102,100,7541.3284,52,242058740.979,1336,54716.876,1245,2022-03-28
94,149,Pu, ,, ,, ,0, , ,7/2+,4.956, ,3,h,17841.6,10.8,B-,100, , , , , , , , , , , , ,579.5559,26216,-5784.7703,24392,4756.9774,25760,-2051.439,32,5033.6330,23895,6951.2860,200,7531.0087,105,243062002.068,2728,57754.561,2542,2022-03-28
94,150,Pu,5.8948,382, ,, ,0, , ,0+,8.13E+7, ,3,Y,2565578081734329.5,9467077792377.6,A,99.877,0.006,SF,0.123,0.006, , , , , , , , ,-73.1143,26856,-5440.3026,26458,4665.6077,10159,-3433.979,100,6019.8585,29335,7289,32,7524.8154,96,244064204.401,2518,59806.021,2346,2022-03-28
94,151,Pu, ,, ,, ,0, , ,(9/2-),10.5, ,1,h,37800,360,B-,100, , , , , , , , , , , , ,1277.7559,137334,-4772.2804,14,4556,196, ,,4699.1662,13,7351,101,7513.2822,556,245067824.554,14621,63178.173,13620,2022-03-28
94,152,Pu, ,, ,, ,0, , ,0+,10.84, ,2,d,936576,1728,B-,100, , , , , , , , , , , , ,401,14,-4576.9627,15,4350,200, ,,5854.7185,20,7744,201,7506.5401,609,246070204.172,16087,65394.772,14985,2022-03-28
94,153,Pu, ,, ,, ,0, , ,(1/2+),2.27, ,23,d,196128,19872,B-,100, , , , , , , , , , , , ,2057,224,-3855,201,4305,361, ,,4256,201, ,,7493,1,247074300,215,69210,200,2022-03-28
94,158,Pu, ,, ,, ,0, , ,0+, , , , , , ,B-,100, , , , , , , , , , , , , , ,, , , ,, ,, ,, , , , , ,, ,2022-03-28
95,128,Am, ,, ,, ,0, , , ,5, ,+12-4,ms,0.005,0.008,A,100, , , , , , , , , , , , , ,, ,,10838,314, ,, ,,-351,424,7547,1,223045840,322,42700,300,2022-03-28
95,134,Am, ,, ,, ,0, , , ,0.9, ,+21-7,s,0.9,1.4,A,91, ,EC+B+,9, , , , , , , , , , ,, ,,8137.3999,54,4785.49,122,8741,227,1216.3663,109,7562.5697,4644,229045282.534,114169,42180.414,106348,2022-03-28
95,135,Am, ,, ,, ,0, , , ,31, , ,s,31, ,EC,100, ,SF, , , , , , , , , , , ,, ,,7630,100,5939.83,144,7380,178,1812,155,7562,1,230046025,153,42872,143,2022-03-28
95,137,Am, ,, ,, ,0, , , ,79, ,2,s,79,2,EC,97, ,A,3, ,ECF,0.069,0.01, , , , , ,-2913,361,-11921,424,7170,316,5059.085,300,7062,424,2178,301,7564,1,232046613,322,43420,300,2022-03-28
95,138,Am, ,, ,, ,0, , , ,3.2, ,8,m,192,48,EC+B+,95.5,1.5,A,4.5,1.5, , , , , , , , ,-4008,140,-11119,231,7059,53,3233.164,126,8206,321,2365,115,7567,0,233046468,123,43285,114,2022-03-28
95,139,Am, ,, ,, ,0, , , ,2.32, ,8,m,139.2,4.8,EC,100, ,A, , , , , , , , , , ,-2261,161,-10903,179,6800,150,4112.014,160,6895,196,2879,169,7564,1,234047731,172,44462,160,2022-03-28
95,140,Am, ,, ,, ,0, , ,5/2-,10.3, ,6,m,618,36,EC,99.6,0.05,A,0.4,0.05, , , , , , , , ,-3389,115,-10169.1269,55,6575.9999,13,2442.256,57,7908,168,3014.3552,53,7565.1582,2246,235047906.478,56661,44624.602,52780,2022-03-28
95,141,Am, ,, ,, ,0, , ,5-,3.6, ,2,m,216,12,A, , ,EC, , , , , , , , , , ,-1812,120,-10044,157,6256.1999,64,3139.492,119,6655,130,3431,121,7561,1,236049427,127,46041,119,2022-03-28
95,142,Am, ,, ,, ,0, , ,5/2(-),73.6, ,8,m,4416,48,EC+B+,99.975,0.003,A,0.025,0.003, , , , , , , , ,-2677,95,-9354,62,6196,30,1478.338,59,7542,133,3621,59,7561,0,237049995,64,46570,59,2022-03-28
95,143,Am, ,, ,, ,0, , ,1+,98, ,2,m,5880,120,EC+B+,100, ,A,0.0001,0.00004, , , , , , , , ,-1023.7818,601587,-8897.0480,95,6041.6999,58,2258.273,59,6220,84,3959.2119,59,7555.5853,2475,238051982.531,63243,48421.421,58911,2022-03-28
95,144,Am, ,, ,, ,0, , ,(5/2)-,11.9, ,1,h,42840,360,EC,99.99,0.001,A,0.01,0.001, , , , , , , , ,-1756.6021,1500740,-8126.1613,12,5922.3999,14142,802.14,227,7102.3794,59,4061.7593,16732,7553.6891,83,239053022.729,2127,49390.360,1982,2022-03-28
95,145,Am, ,, ,, ,0, , ,(3-),50.8, ,3,h,182880,1080,EC,100, ,A,0.00019,0.00007, , , , , , , , ,-214.1127,138967,-7708.1707,151,5707.1,52,1384.791,14,5951.5686,14,4367.0814,14,7547.0136,576,240055298.374,14849,51510.110,13832,2022-03-28
95,146,Am,5.8928,42, ,, ,0, , ,5/2-,432.6, ,6,Y,13651526176.6085,18934155.5847552,A,100, ,SF,0.00000000036,0.00000000009, , , , ,1.58, ,4.34, ,-767.4346,11685,-6861.2048,17413,5637.8203,1199,-20.78,156,6647.0921,14,4479.9549,1685,7543.2795,46,241056827.343,1195,52934.335,1113,2022-03-28
95,147,Am, ,, ,, ,0, , ,1-,16.02, ,2,h,57672,72,B-,82.7,0.3,EC,17.3,0.3, , , , ,0.3879, ,-2.4, ,664.3145,4143,-6305.0745,11727,5588.5003,2537,751.138,1673,5537.6400,1000,4776.0729,1936,7534.9917,46,242059547.358,1199,55468.014,1118,2022-03-28
